Abn,MemberNo
14113620979,0343
14115431297,471C
14116044403,C256
14116124625,L631
14117419016,Q149
14117419016,2000
14119615342,B865
14120191138,X695
14122572641,581S
14122572641,72K9
14122572641,X512
14122572641,823Q
14122572641,E105
14122572641,E382
14122572641,E839
14122572641,3547
14122572641,7308
14122572641,R609
14122572641,J953
14122572641,H396
14125109177,545L
14126486890,G835
14126538331,195I
14127300131,W706
14128823049,Y022
14128823049,P664
14128823049,P674
14131187590,914B
14131529685,321C
14131991396,00B5
14133835766,Z228
14133835766,Z392
14133853766,769B
14134226872,28H4
14147358501,4497
14147653567,972F
14147861025,707R
14149952326,5032
14150831516,04K8
14151787370,36H2
14156676654,995B
14157954348,477L
14158835628,183Y
14159119733,9651
14159799550,023B
14160067703,V579
14160364131,U037
14161643812,971C
14161920832,052U
14162416104,698W
14162502838,065G
14163745724,512P
14164407596,706N
14164451272,43H9
14166989920,J389
14171277417,638D
14173742938,2113
14174415325,247M
14174931095,885R
14175740366,665S
14176787151,891W
14180118524,013R
14189120675,76B3
14190927990,524I
14194164626,790B
14197135026,988G
14197135026,172N
14198679258,95D7
14200336345,972B
14202143487,334N
14203132433,724M
14208233769,588H
14211260167,Z919
14212094073,41C3
14213239780,P410
14213634687,45B6
14216715388,J265
14219716724,X094
14224512842,509Q
14224512842,508Q
14227329304,864J
14227852445,5583
14230276979,364T
14233749844,26D7
14238359149,89G0
14241127178,89G9
14241127178,L603
14243878694,2895
14253329526,133I
14254570862,V965
14254854038,331T
14256097064,L071
14257791930,87B1
14258491467,4343
14259331556,83J1
14259598791,277M
14264223783,V274
14264650858,631Q
14264980070,I401
14265502304,E164
14266174193,19G3
14273494660,Q156
14277126446,V551
14277493641,892X
14279665008,444V
14281437752,X422
14286012297,1069
14287186781,G224
14287655253,T694
14292883673,878F
14303601636,G965
14303601636,G966
14304094613,230R
14304094613,X352
14306403680,R698
14307528408,D444
14314563744,4336
14314696546,1868
14314912935,Z536
14318154523,Y979
14318600720,64G4
14321484049,M979
14321484049,M980
14324477831,529F
14326058729,F591
14326058729,F592
14326927994,W674
14327306907,434Q
14329313245,185M
14331203876,U447
14335675930,534Z
14337119328,223L
14337168231,T703
14338255961,904E
14343592373,T159
14345102500,3373
14345160701,719R
14345488432,G926
14346629786,705V
14359051709,463J
14362458245,K649
14365268600,N825
14366980416,M650
14367134375,R102
14371757380,W033
14374153916,75H1
14379374307,S133
14380875339,098U
14381399279,S611
14385312719,W028
14385320657,995X
14388477454,M828
14388477454,K708
14391228748,R360
14393928289,U240
14396871614,A662
14397420529,D664
14401032475,S238
14404937723,I875
14406070616,055N
14408817169,244H
14410261707,36F7
14411661187,40C4
14412147916,M494
14414477822,1292
14415967455,8185
14417361217,099G
14422668493,414B
14425745214,W228
14426121578,J213
14426339575,5890
14427582823,Z189
14428298279,3906
14430230669,I925
14431734537,7108
14434570925,Q409
14438060119,885W
14438561725,173I
14439165968,8234
14439167443,U056
14445053173,5237
14445993275,4707
14454319729,22F5
14457185277,665K
14464273058,19C5
14465983956,077M
14467250872,Q860
14472696351,043T
14472816657,543S
14474305281,N377
14477103503,523F
14478443463,585Z
14479001143,X805
14479150096,3208
14486488070,829F
14486488070,201P
14486943646,9978
14487297422,987R
14496129683,X621
14499842583,65J4
14499862315,Y454
14502807906,34K9
14505821042,52E9
14507403571,389M
14508136216,R202
14508545098,81J3
14508545098,K984
14510163025,X797
14514042563,70E4
14519635273,877I
14520925257,392F
14524901931,F535
14524969701,K709
14525547015,81C3
14526142516,004K
14530139126,5177
14531904078,3787
14533904627,625W
14536304128,466J
14536613316,5910
14538036324,064W
14538036324,228D
14539144965,U773
14541520884,S217
14543216295,Y751
14543275517,686D
14544042350,S432
14544106534,29F3
14546773556,93F8
14547722379,28F8
14548257930,029K
14548764952,9247
14548764952,9163
14552632588,T341
14557687296,383K
14557964220,J471
14559987108,P734
14560325083,L580
14561231441,774J
14561781436,518G
14572176846,V241
14572176846,Q093
14572274969,U331
14573190740,526M
14574864772,039W
14574885152,E465
14575079541,0458
14578913282,415X
14578956174,994Q
14579191792,Y373
14579238740,J260
14580250883,521E
14581305859,794I
14582879010,Z876
14583572391,233G
14583825499,Z887
14584210536,D410
14585812608,K600
14586238344,83F4
14586238344,R935
14586272396,S264
14586502890,0940
14594751007,P474
14599578687,W480
14599816347,K464
14599816347,A422
14600168081,016W
14602137547,C130
14602358639,080Z
14603641372,62E1
14603641372,40K0
14604131929,H136
14604131929,N654
14608878891,86B3
14609383322,M099
14609897498,996F
14610557508,217Y
14611621189,933H
14611767335,P122
14612177201,L237
14613326542,433E
14614724613,775X
14615128289,N719
14617913707,P504
14618159623,931U
14620233838,T728
14621492811,506S
14621846020,R117
14625244876,U850
14627839247,U748
14628158489,J875
14628751874,E130
14629667978,Y163
14629747910,24D6
14629747910,1902
14631992317,598C
14632695203,132N
14633051662,78J7
14635036934,Q037
14637266308,735X
14643419025,573M
14644520512,131W
14644520512,W604
14644520512,7633
14644520512,6460
14645037194,389F
14655489693,528P
14657244099,886Q
14659225937,34G2
14659225937,1182
14661301320,5916
14662730570,L296
14663223476,887S
14665355710,104I
14670190416,260Z
14671984744,N406
14673302080,51F2
14675256566,985W
14681697729,860W
14686447230,W711
14690230351,734N
14690559022,838R
14694168009,109M
14698120534,X462
14703146907,712L
14703598293,572X
14703947484,L764
14706004960,9409
14709589561,567V
14710147127,854C
14710917928,183X
14711680641,E389
14712682189,6024
14712810175,47C4
14715500202,304L
14716497748,P083
14716874091,59F0
14717498066,020H
14718048823,7227
14718400838,P651
14718400838,P652
14719851052,961E
14721377458,8362
14722115973,Z121
14722115973,305I
14722137389,I347
14722469786,6789
14724803980,I363
14729971203,583X
14731516682,R399
14731843901,J006
14733099497,70D8
14733261859,099Z
14736650149,V724
14741656403,T337
14741770807,908P
14747618078,6052
14748767684,J753
14749857200,9333
14750955845,368I
14750955845,269E
14754278190,Q136
14757794486,7036
14758291832,D939
14758784193,5873
14758784193,5874
14770195327,776W
14774479147,298Q
14779520442,38G6
14780697274,J522
14782134420,434U
14783699064,2719
14784754078,511L
14785526737,H057
14785526737,H056
14785803806,529E
14787446772,199O
14788471633,11B8
14788471633,19B5
14790714889,885M
14791025741,028Y
14792060548,7307
14792104580,131L
14794772849,332D
14795532441,7600
14795712423,000Z
14796460085,8580
14799202826,V530
14799394300,828U
14799394300,3325
14799498492,R668
14802898715,W214
14802954805,120K
14806114011,0097
14806866225,75J2
14806866225,063Q
14810833696,L974
14812306589,N339
14815243498,H974
14817349795,4103
14817387347,Y863
14819831021,Z199
14825134489,624Z
14827108988,37G7
14827276556,V215
14828911428,849R
14829720230,42G3
14834493511,342Z
14838124050,V101
14838800637,9474
14842378844,557H
14843833734,931V
14845867039,I693
14847976015,840S
14848125956,87C3
14848414527,88F9
14851160729,927M
14851350124,V691
14851682779,E336
14854328823,R712
14854428647,46J7
14858337718,08E0
14859543209,115L
14864433460,396U
14866398719,027R
14867357004,602K
14868007568,184C
14871182077,X363
14872030315,091F
14874529618,V813
14875831143,P245
14879649277,17F4
14880675704,R286
14881420396,H070
14884038278,X473
14886006465,S726
14889903813,037I
14891234885,048X
14897533192,266Q
14900857642,517I
14901542972,347B
14902131059,D346
14903025747,58G3
14903025747,E434
14903715970,91H7
14905095837,157G
14907225911,2500
14909328665,K089
14920214838,L568
14921688293,X417
14921849483,N677
14929921387,59H4
14937700584,G998
14939123673,6381
14940826860,V681
14944759129,26H7
14949623098,H488
14949623098,H523
14949988699,544G
14950192474,805M
14951017141,S415
14954360583,B848
14959584824,366U
14959857227,E500
14962427535,9734
14963168037,36B9
14963238070,30K3
14965162419,96C7
14968418722,C282
14973861841,I750
14974967453,S551
14978553971,1528
14979693959,H992
14983739094,873K
14984026418,W092
14988134964,I717
14993135942,J254
14993894156,W375
14998916621,058T
14998990860,A776
15 075 025 651,1344
15 075 025 651,1345
15 075 025 651,1346
15 489 950 538,0767
15 768 946 350,2475
15 911 605 277,2356
15000742547,40B7
15000878596,5636
15001312303,01J8
15001422911,K817
15003299281,18C5
15003446302,591F
15003490042,31K2
15003490042,4414
15003525390,0655
15003796745,X892
15004371322,8330
15004916527,W968
15007027376,66C7
15007415750,9331
15008126930,601G
15009390799,C540
15009519346,K543
15010892270,0690
15010892270,C609
15015757092,482D
15019258042,N462
15019321454,K131
15021674568,791X
15024202136,541V
15025202772,434T
15025309541,723E
15028030158,181U
15029466353,K890
15032004623,566G
15032012917,D697
15033769979,T435
15033769979,T434
15035073411,567C
15041018945,99B8
15044197407,G399
15048737835,D630
15049572751,U671
15050218132,I527
15055432917,33D2
15055432917,5300
15055861030,438E
15063507726,H284
15066745917,U634
15070140519,941F
15070905181,L334
15072164795,2989
15072858938,Z740
15073380217,C325
15074348502,2150
15076409223,58C3
15076628290,048J
15077478801,1A12
15077478801,G217
15077478801,010I
15077864587,937I
15079988979,J007
15080402776,543I
15082210470,52B0
15082745269,914J
15082745269,Q004
15087506590,C326
15087506590,F013
15089289006,62C2
15089371982,W781
15094108004,458I
15096431980,2866
15096522894,W320
15096533667,0238
15097240204,00E9
15097652661,E054
15099531861,66E0
15100164341,905W
15100164341,6472
15100234988,766Y
15101435954,53K1
15102383055,678X
15103565310,U064
15103889946,I873
15104536370,4724
15106433390,165O
15107308190,222Q
15107422837,093I
15108235267,141U
15109848820,669S
15113204158,B844
15114616253,719K
15115022943,644N
15115022943,4535
15115925369,476Q
15116903510,687T
15117096241,B890
15119544720,L176
15119544720,L177
15119971471,U536
15121231258,X270
15123195157,F004
15123561326,H782
15123561326,H781
15125356621,F264
15131785088,R722
15133472691,75B6
15133567105,640S
15136896016,295G
15136991353,P134
15137936493,867N
15139646614,X046
15140340352,34E2
15140743078,W776
15141854409,S990
15145208911,094L
15145563766,Q596
15148633116,195W
15150500506,5751
15151065524,R446
15151121937,V809
15151219537,097O
15152097539,K819
15153355081,X453
15158691831,667V
15158691831,093P
15163048351,906B
15164265856,058Y
15165908628,M172
15165908628,M171
15169877347,422M
15172697125,437P
15173275599,76E8
15175134037,G551
15175304169,059I
15175694799,H345
15178309502,R074
15179137516,4095
15179978442,Q722
15181521373,P081
15186946861,W910
15186965491,582N
15191846173,Y798
15196128918,R602
15199009359,W132
15203706614,L536
15203711058,490N
15206526979,5759
15207125769,432Q
15211513464,377H
15211513464,7977
15213430135,V006
15215502644,Z446
15220684694,I902
15220742291,L046
15223317588,U944
15223715989,166Y
15225167170,283G
15225167170,284G
15225975604,U339
15226553901,714T
15226840948,293I
15227610341,760R
15229987944,031H
15232671609,W126
15234366016,W440
15234984569,16J3
15239187708,697K
15240107193,M259
15244115084,830W
15246158606,704S
15247247101,022Y
15247944019,059Y
15248947215,934P
15254485692,S537
15254653044,140B
15260354704,M604
15260673806,704K
15262319003,543Q
15272086819,9181
15289494238,13B9
15290305200,I497
15290613836,457E
15293035623,H079
15294862033,975E
15295461017,881T
15295818059,4008
15297283349,134Y
15298300698,370E
15301556315,W403
15301700371,X792
15303564915,6818
15303851510,888R
15304007526,B587
15305962477,4865
15307580663,E532
15308516942,1A04
15312790329,412G
15313197467,V532
15314987265,2594
15314987265,L333
15325217803,P649
15325536824,94B5
15325536824,94B6
15326465246,M782
15328442505,122Q
15330735668,31B1
15334394417,18F8
15334812895,U758
15336501459,7922
15338756532,6495
15340434079,181Z
15340434079,145V
15343232883,182Y
15343654256,131M
15343837683,Y284
15343929181,282B
15347662179,W500
15347662179,W499
15350437298,4065
15353460570,X317
15355261330,445P
15358303042,784G
15360843347,L630
15361345871,050R
15362268024,H877
15365183662,A320
15367704139,9537
15378393925,1840
15382608819,D983
15382815288,9572
15383815892,855N
15386454241,711F
15387361716,36B3
15387708650,491G
15390439511,D884
15393023675,433L
15394057052,T757
15394773583,753M
15395110397,C085
15397341839,51G4
15397466266,23D5
15400799513,K988
15401835573,Z456
15405597947,V788
15406561998,S388
15408517274,073O
15409181587,312G
15413179169,521S
15414394747,K992
15416439187,D953
15418218644,I244
15426025494,771T
15426607102,30E0
15427945583,07E7
15427945583,X080
15432702341,529G
15439189468,691G
15439934890,88J0
15440182723,063L
15440232090,N466
15440352855,L411
15443197872,1577
15447830117,Z881
15450344335,680E
15458358167,243P
15459268861,4897
15466898618,468I
15469771046,876N
15475631952,7419
15475862926,S273
15476462170,H156
15478912465,07C1
15489728274,W251
15491526215,S221
15498927039,I868
15499142910,E648
155 634 947,S166
15501319082,147U
15502581299,459D
15505162688,041D
15505162688,042D
15505348643,15C6
15505360507,628I
15507285963,012C
15508808326,93H9
15515590893,P948
15516091560,C080
15523448368,L623
15523651484,81H5
15525752586,03D7
15526561938,Z116
15526798787,237O
15528609791,445D
15529572557,V322
15530190783,143T
15531753379,R029
15540084203,943I
15541480718,J872
15542255645,N482
15542385887,S841
15544767266,238J
15569657486,927W
15576171550,23B3
15581402378,S361
15584379080,6749
15585706670,S451
15587170199,478E
15587690501,68F3
15587804084,60C2
15591707431,Z058
15591707431,Y827
15596403389,576H
15601070774,115S
15601933821,H289
15602019399,488D
15603251810,7905
15603435307,785E
15603916198,8158
15605013031,603V
15606458394,718S
15607953584,K311
15607953584,K310
15608518499,K166
15617322557,019V
15623015987,Z603
15623866812,016V
15623910093,441R
15625694302,770R
15626058742,137K
15626860621,Q360
15628026059,68C7
15629131029,K614
15632612684,149U
15635597842,269G
15635767974,212J
15641151256,E404
15642883312,161C
15643831406,004X
15644143051,528H
15644993388,5194
15646474010,943U
15646984914,49B6
15651083050,W004
15652870644,46F8
15652974772,705D
15653811303,M736
15654705910,J170
15655151480,S527
15656244008,E005
15656396504,U588
15656510377,676F
15656705233,616S
15658282800,P966
15658743123,W516
15660596424,L209
15665272473,Z730
15667129155,862F
15670812506,377Q
15673765334,912G
15676414040,973Z
15677853285,E453
15677853285,E454
15678039461,269T
15679654126,P475
15679935612,988V
15681049269,52C5
15682810674,Z353
15685707083,Y368
15685810957,008O
15686737446,491Y
15689382064,510R
15693876991,388M
15695117166,Q807
15702488673,79J1
15702488673,Q262
15702488673,375N
15705477249,94F3
15705733938,9052
15710458431,403W
15711875358,5962
15713381073,P231
15714582071,442Q
15718238119,595E
15719373232,317Z
15719381170,Q399
15723706802,987H
15729276934,93D1
15730472042,11C2
15732321983,E052
15733570447,E193
15735067246,87G3
15736543049,6196
15742150798,F744
15742803718,117T
15743738064,S336
15744373784,0499
15745403430,4513
15748727961,222X
15750553604,U939
15755232100,321K
15756898442,43F7
15756898442,437E
15756898442,F602
15760557746,426J
15761050496,524F
15761429760,M417
15762168593,7135
15766502353,E554
15768108048,413D
15768946350,760I
15771404705,Z496
15773490590,921T
15774295131,793I
15776889933,R140
15781217207,724Q
15782261696,336U
15784292426,R284
15786225734,H432
15792481413,G565
15796719743,759H
15796719743,U802
15797423978,L320
15797423978,L321
15803041825,22K0
15803052210,971A
15803360846,I820
15805322391,8123
15813967910,89D8
15817217301,173Z
15817477640,983K
15819271487,J313
15819304023,724R
15820517181,M915
15822078661,K480
15822527450,39H6
15825937587,6702
15828116207,88B8
15828295190,5817
15829089427,D023
15830299027,953S
15833049625,7952
15833213396,74D5
15834041378,G773
15836876422,242C
15843721019,Y779
15843784140,287L
15845645633,639N
15848534093,815Y
15849930512,93D5
15850160464,I972
15850249101,K448
15852668301,968Q
15852789697,464E
15853238530,1456
15853559090,K745
15854150304,U501
15856654840,4013
15860097917,U966
15863532609,039R
15866012057,K412
15867570594,123L
15868554226,L521
15871424731,G049
15872719122,291D
15874247624,658S
15875731139,Q355
